Age,Fare,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,SibSp_True,SibSp_False,SibSp_Unknown,Parch_True,Parch_False,Parch_Unknown
0.2625,0.5121218935012878,1,1,0,0,1,0,1,0,0,1,0,0
0.3,0.031425107138144774,0,0,0,1,0,1,1,0,0,1,1,0
0.3875,0.015468569817999833,1,0,0,1,0,1,1,1,0,1,1,0
0.875,0.13858277060920984,0,1,0,0,0,1,1,0,0,1,0,0
0.2,0.03952536767375352,0,0,0,1,0,1,1,0,0,1,0,0
0.375,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.2375,0.10364429745562033,0,1,0,0,0,1,1,0,0,1,1,0
0.3875,0.015126992566498259,0,0,0,1,0,1,1,1,0,1,1,0
0.05,0.04489301019734967,1,0,1,0,1,0,1,0,0,1,0,0
0.075,0.024349578357040744,1,0,0,1,0,1,1,1,0,1,0,0
0.4125,0.018542765081513996,0,0,0,1,0,1,1,1,0,1,1,0
0.2875,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.6,0.12687155055772734,1,0,1,0,1,0,1,0,0,1,0,0
0.008375,0.028302115124416098,1,0,1,0,0,1,1,0,0,1,0,0
0.35,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.225,0.022446505098674834,0,0,1,0,0,1,1,1,0,1,1,0
0.425,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.4125,0.16883675574220638,1,1,0,0,1,0,1,1,0,1,1,0
0.0,0.028302115124416098,0,0,0,1,0,1,1,1,0,0,0,1
0.5125,0.013907073811135496,0,0,0,1,0,1,1,1,0,1,1,0
0.25,0.014110458666029575,1,0,0,1,0,1,1,1,0,1,1,0
0.45,0.23422440102965045,1,1,0,0,1,0,1,0,0,1,0,0
0.2,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.6375,0.15216446768991498,1,1,0,0,1,0,1,0,0,1,1,0
0.0,0.07729405233978466,0,1,0,0,0,1,1,1,0,0,0,1
0.38125,0.015126992566498259,0,0,0,1,1,0,1,1,0,1,1,0
0.0125,0.04713766070721715,0,0,0,1,0,1,1,1,0,0,0,1
0.4,0.016322512946753766,0,0,0,1,0,1,1,1,0,1,1,0
0.3,0.018542765081513996,0,0,0,1,0,1,1,1,0,1,1,0
0.6,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.7125,0.020494635090094415,0,0,1,0,1,0,1,1,0,1,1,0
0.0,0.014102260811993537,0,0,0,1,0,1,1,1,0,0,0,1
0.675,0.04489301019734967,1,0,1,0,1,0,1,0,0,1,0,0
0.225,0.015126992566498259,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.0625,0.024349578357040744,1,0,0,1,1,0,1,1,0,1,1,0
0.0,0.015102594191391002,0,0,0,1,0,1,1,1,0,0,0,1
0.5375,0.41250332793836464,1,1,0,0,1,0,1,1,0,1,0,0
0.1625,0.014110458666029575,1,0,0,1,1,0,1,1,0,1,1,0
0.2125,0.11125659048908397,1,1,0,0,1,0,1,0,0,1,1,0
0.3625,0.05855610025741261,0,1,0,0,0,1,1,1,0,1,1,0
0.0125,0.04577135170121086,0,0,0,1,0,1,1,0,0,0,0,1
0.3125,0.013760683560491965,0,0,0,1,0,1,1,1,0,1,1,0
0.3125,0.014151057562208049,0,0,0,1,0,1,1,1,0,1,1,0
0.225,0.014630827210317115,1,0,0,1,1,0,1,1,0,1,1,0
0.1,0.056848213999904744,0,0,0,1,0,1,1,0,0,1,0,0
0.0125,0.04015972542654215,1,0,0,1,0,1,1,0,0,1,0,0
0.575,0.15458810467956932,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.2,0.050748620223090936,0,0,1,0,0,1,1,1,0,1,1,0
0.1,0.13575255909676823,0,0,0,1,1,0,1,0,0,0,0,1
0.0,0.05991421140938287,0,1,0,0,0,1,1,1,0,0,0,1
0.3125,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.4875,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.6125,0.050610427826483444,1,1,0,0,1,0,1,1,0,1,1,0
0.3875,0.016948672845506364,1,0,0,1,1,0,1,1,0,1,1,0
0.375,0.014110458666029575,0,0,0,1,0,1,1,1,0,1,1,0
0.375,0.04713766070721715,0,0,0,1,1,0,1,0,0,1,0,0
0.425,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.3875,0.05123658772523604,1,0,1,0,1,0,1,0,0,1,0,0
0.1375,0.23422440102965045,1,1,0,0,0,1,1,0,0,1,0,0
0.0052499999999999995,0.016623491302076868,1,0,0,1,0,1,1,1,0,1,0,0
0.3375,0.013614293309848433,1,0,0,1,0,1,1,1,0,1,1,0
0.3875,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.4875,0.0,0,1,0,0,0,1,1,1,0,1,1,0
0.225,0.015175789316712771,0,0,0,1,1,0,1,1,0,1,1,0
0.4875,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.4125,0.10364429745562033,1,1,0,0,1,0,1,0,0,1,1,0
0.325,0.015395374692678068,0,0,0,1,0,1,1,1,0,1,1,0
0.4875,0.04713766070721715,0,0,0,1,0,1,1,1,0,1,1,0
0.4375,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.075,0.06104473451835265,0,0,0,1,1,0,1,0,0,1,0,0
0.38125,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.17240748416740642,0,1,0,0,0,1,1,1,0,0,0,1
0.2875,0.015468569817999833,0,0,0,1,1,0,1,1,0,1,1,0
0.3875,0.07222738817151159,0,0,1,0,0,1,1,0,0,1,0,0
0.5375,0.012589561555343713,0,0,0,1,0,1,1,1,0,1,1,0
0.125,0.05445717323939373,0,0,0,1,0,1,1,0,0,1,0,0
0.65,0.18249984580226933,1,1,0,0,1,0,1,0,0,1,0,0
0.3375,0.016908073949327893,1,0,0,1,0,1,1,1,0,1,1,0
0.475,0.0,0,1,0,0,0,1,1,1,0,1,1,0
0.3375,0.024349578357040744,1,0,0,1,1,0,1,1,0,1,0,0
0.025,0.07746484096553544,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.013565496559633922,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.11027245763075773,0,0,0,1,0,1,1,1,0,0,0,1
0.0125,0.07222738817151159,1,0,1,0,0,1,1,1,0,1,0,0
0.0,0.015126992566498259,1,0,0,1,0,1,1,1,0,0,0,1
0.775,0.15614960068643363,1,1,0,0,1,0,1,1,0,1,1,0
0.1875,0.028212719478023115,1,0,0,1,1,0,1,0,0,1,1,0
0.010374999999999999,0.03659756266088288,1,0,1,0,0,1,1,0,0,1,0,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.2875,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.225,0.016200521071217493,0,0,0,1,0,1,1,1,0,1,1,0
0.4875,0.16231419173453318,1,1,0,0,1,0,1,0,0,1,0,0
0.2625,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.4,0.11027245763075773,1,0,0,1,0,1,1,1,0,1,1,0
0.0,0.057970539254838485,1,1,0,0,0,1,1,1,0,0,0,1
0.25,0.015468569817999833,0,0,0,1,0,1,1,1,0,1,1,0
0.2,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.375,0.060507970265993034,1,1,0,0,1,0,1,1,0,1,1,0
0.43125,0.012565163180236457,0,0,0,1,0,1,1,1,0,1,1,0
0.2125,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.525,0.014736618564782174,0,0,0,1,0,1,1,1,0,1,1,0
0.1,0.13575255909676823,0,0,0,1,0,1,1,0,0,0,0,1
0.4375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.35,0.06441171028315387,0,0,1,0,0,1,1,1,0,1,0,0
0.0125,0.17391981561855152,1,1,0,0,1,0,1,1,0,0,0,1
0.05,0.06104473451835265,0,0,0,1,0,1,1,0,0,1,0,0
0.925,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.1125,0.029757819776815374,0,0,0,1,1,0,1,0,0,1,0,0
0.2,0.07690367833806856,1,1,0,0,1,0,1,1,0,1,0,0
0.55,0.050748620223090936,0,0,1,0,1,0,1,0,0,1,1,0
0.225,0.01824998458022693,1,0,0,1,1,0,1,1,0,1,0,0
0.5625,0.32179836714362564,1,1,0,0,1,0,1,0,0,1,0,0
0.6375,0.051822148727810165,1,1,0,0,0,1,1,1,0,1,1,0
0.3,0.03758969818624431,1,0,0,1,1,0,1,1,0,1,0,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.5125,0.027537567642055148,0,0,0,1,0,1,1,0,0,1,1,0
0.2625,0.022446505098674834,0,0,1,0,0,1,1,0,0,1,1,0
0.6,0.050610427826483444,1,1,0,0,1,0,1,1,0,1,1,0
0.1,0.13575255909676823,0,0,0,1,1,0,1,0,0,0,0,1
0.3,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.525,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.3375,0.027049600139910042,1,0,1,0,1,0,1,0,0,1,1,0
0.3875,0.09856123757927521,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.018542765081513996,0,0,0,1,0,1,1,1,0,0,0,1
0.05,0.021730754366528396,1,0,0,1,0,1,1,0,0,1,0,0
0.325,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.5875,0.10257896680493714,1,1,0,0,1,0,1,0,0,1,0,0
0.4125,0.009759350042902102,0,1,0,0,0,1,1,1,0,1,1,0
0.5875,0.017566830077223785,0,0,0,1,0,1,1,1,0,1,1,0
0.35,0.04684488020593009,1,0,1,0,1,0,1,0,0,1,1,0
0.1875,0.014102260811993537,1,0,0,1,1,0,1,1,0,1,1,0
0.25,0.019217721730481106,0,0,0,1,0,1,1,1,0,1,1,0
0.2375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.7,0.16231419173453318,1,1,0,0,1,0,1,1,0,1,0,0
0.3125,0.050748620223090936,1,0,1,0,1,0,1,1,0,1,0,0
0.4125,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.275,0.02052723131923771,0,0,0,1,1,0,1,1,0,1,1,0
0.35,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.3125,0.013760683560491965,0,0,0,1,0,1,1,1,0,1,1,0
0.4875,0.056848213999904744,0,0,0,1,1,0,1,1,0,1,0,0
0.3375,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.2375,0.05855610025741261,1,1,0,0,1,0,1,1,0,1,1,0
0.0125,0.04577135170121086,0,0,0,1,1,0,1,0,0,0,0,1
0.325,0.05855610025741261,1,1,0,0,0,1,1,1,0,1,1,0
0.4,0.015126992566498259,0,0,0,1,0,1,1,1,0,1,1,0
0.43125,0.015281580671177828,0,0,0,1,0,1,1,1,0,1,1,0
0.5875,0.013663090060062943,1,0,0,1,1,0,1,0,0,1,1,0
0.775,0.018908740708122825,0,0,1,0,0,1,1,1,0,1,1,0
0.3375,0.016908073949327893,0,0,0,1,0,1,1,1,0,1,1,0
0.275,0.023983602730431916,1,0,0,1,1,0,1,0,0,1,0,0
0.175,0.01800600082915438,0,0,0,1,0,1,1,1,0,1,1,0
0.375,0.014891206669461744,1,0,0,1,1,0,1,1,0,1,1,0
0.325,0.056604230248832196,0,0,1,0,0,1,1,0,0,1,0,0
0.225,0.014110458666029575,1,0,0,1,1,0,1,1,0,1,1,0
0.2625,0.04713766070721715,0,0,0,1,0,1,1,0,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.575,0.050748620223090936,0,1,0,0,0,1,1,1,0,1,1,0
0.2875,0.16057390443488287,1,1,0,0,1,0,1,0,0,1,1,0
0.7875,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.5875,0.11940564777490723,1,1,0,0,1,0,1,0,0,1,1,0
0.3,0.05410739813385612,1,0,1,0,1,0,1,0,0,1,1,0
0.4375,0.024105594605968193,0,0,1,0,0,1,1,1,0,1,1,0
0.2625,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.3375,0.015468569817999833,1,0,0,1,1,0,1,0,0,1,1,0
0.5625,0.014102260811993537,1,0,0,1,1,0,1,1,0,1,1,0
0.6875,0.11594107850967697,0,1,0,0,0,1,1,0,0,1,1,0
0.1125,0.006188989423206797,0,0,0,1,0,1,1,1,0,1,0,0
0.0,0.06184168304285603,1,1,0,0,1,0,1,1,0,0,0,1
0.2625,0.11980421963065935,0,1,0,0,0,1,1,1,0,1,0,0
0.6,0.5121218935012878,1,1,0,0,1,0,1,0,0,1,0,0
0.625,0.028302115124416098,0,0,0,1,0,1,1,0,0,1,1,0
0.275,0.1209753416358076,1,1,0,0,1,0,1,1,0,1,0,0
0.28125,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.5125,0.05953203526170282,0,1,0,0,0,1,1,1,0,1,1,0
0.025,0.04231498029001666,0,0,0,1,0,1,1,1,0,0,0,1
0.625,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.3,0.061483905270283246,0,0,1,0,0,1,1,0,0,1,1,0
0.4125,0.04015972542654215,1,0,0,1,1,0,1,0,0,1,0,0
0.0125,0.04577135170121086,1,0,0,1,1,0,1,0,0,0,0,1
0.375,0.11272049299551928,0,1,0,0,0,1,1,0,0,1,1,0
0.23125,0.014110458666029575,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,1,0,0,1,1,0,1,1,0,0,0,1
0.2625,0.016908073949327893,1,0,0,1,1,0,1,1,0,1,1,0
0.3125,0.018542765081513996,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.11027245763075773,0,0,0,1,0,1,1,1,0,0,0,1
0.4875,0.026187654344120927,0,0,0,1,0,1,1,1,0,1,0,0
0.0,0.051822148727810165,0,1,0,0,0,1,1,1,0,0,0,1
0.5125,0.0153221795673563,0,0,0,1,0,1,1,1,0,1,1,0
0.375,0.025374310111545468,1,0,1,0,1,0,1,1,0,1,1,0
0.5625,0.10257896680493714,1,1,0,0,1,0,1,0,0,1,1,0
0.3125,0.015468569817999833,0,0,0,1,0,1,1,1,0,1,1,0
0.5625,0.057970539254838485,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.75,0.14891148113361488,1,1,0,0,1,0,1,1,0,1,1,0
0.45,0.031034733136428686,1,0,0,1,1,0,1,1,0,1,0,0
0.3,0.11711220051482522,0,1,0,0,0,1,1,0,0,1,1,0
0.3375,0.029343047399992037,0,0,1,0,0,1,1,1,0,1,1,0
0.25,0.04489301019734967,1,0,1,0,1,0,1,0,0,1,0,0
0.35,0.5133418122566505,1,1,0,0,1,0,1,0,0,1,0,0
0.0,0.03040857323767609,0,0,1,0,0,1,1,1,0,0,0,1
0.125,0.056848213999904744,0,0,0,1,0,1,1,0,0,1,0,0
0.4375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.3125,0.014931805565640218,0,0,0,1,0,1,1,1,0,1,1,0
0.0125,0.031425107138144774,0,0,0,1,0,1,1,1,0,0,0,1
0.45,0.5121218935012878,1,1,0,0,1,0,1,1,0,1,1,0
0.2125,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.4,0.026350245115835676,0,0,1,0,0,1,1,1,0,1,1,0
0.225,0.015126992566498259,0,0,0,1,0,1,1,1,0,1,1,0
0.275,0.015078195816283748,1,0,0,1,1,0,1,1,0,1,1,0
0.1625,0.5121218935012878,0,1,0,0,0,1,1,0,0,1,0,0
0.0,0.04098927018018883,1,0,1,0,1,0,1,1,0,0,0,1
0.225,0.01537917417160685,1,0,0,1,1,0,1,1,0,1,1,0
0.5875,0.08275928836380983,0,1,0,0,0,1,1,1,0,1,1,0
0.3875,0.05570149036986375,0,1,0,0,0,1,1,1,0,1,1,0
0.75,0.5133418122566505,1,1,0,0,1,0,1,0,0,1,0,0
0.3,0.015126992566498259,1,0,0,1,1,0,1,1,0,1,1,0
0.2625,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.3625,0.015468569817999833,1,0,0,1,1,0,1,1,0,1,1,0
0.35625,0.05410739813385612,0,1,0,0,0,1,1,1,0,1,1,0
0.4375,0.41282050681475896,1,1,0,0,1,0,1,1,0,1,1,0
0.40625,0.41282050681475896,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.6875,0.0501630592205168,1,1,0,0,1,0,1,0,0,1,1,0
0.375,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.3,0.015126992566498259,1,0,0,1,1,0,1,1,0,1,1,0
0.075,0.029757819776815374,0,0,0,1,0,1,1,0,0,1,0,0
0.8375,0.4328841690069588,0,1,0,0,0,1,1,0,0,1,1,0
0.6125,0.050748620223090936,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.020901209612881715,0,0,1,0,0,1,1,1,0,0,0,1
0.0125,0.028212719478023115,0,0,0,1,0,1,1,1,0,0,0,1
0.3375,0.01537917417160685,1,0,0,1,1,0,1,1,0,1,1,0
0.225,0.015712553569072387,1,0,0,1,1,0,1,1,0,1,1,0
0.0,0.015126992566498259,1,0,0,1,1,0,1,1,0,0,0,1
0.025,0.04489301019734967,0,0,1,0,0,1,1,0,0,1,0,0
0.275,0.027130993119267845,1,0,0,1,1,0,1,0,0,1,1,0
0.0,0.015175789316712771,0,0,0,1,0,1,1,1,0,0,0,1
0.3375,0.10149724044618187,1,1,0,0,1,0,1,0,0,1,0,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.3125,0.050748620223090936,0,1,0,0,0,1,1,1,0,1,1,0
0.3125,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.95,0.15390495017656614,1,1,0,0,1,0,1,0,0,1,1,0
0.3625,0.015468569817999833,0,0,0,1,0,1,1,1,0,1,1,0
0.25,0.015330377421392339,1,0,0,1,1,0,1,1,0,1,1,0
0.4125,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.5375,0.1082149914547131,1,1,0,0,1,0,1,0,0,1,1,0
0.3375,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.325,0.015175789316712771,0,0,0,1,0,1,1,1,0,1,1,0
0.2,0.016623491302076868,1,0,0,1,1,0,1,0,0,1,0,0
0.35,0.04396587194327397,0,0,0,1,0,1,1,1,0,1,1,0
0.2625,0.015265184963105752,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.0,0.017005667449756914,0,0,0,1,0,1,1,1,0,0,0,1
0.23125,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.5125,0.02936744577509929,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.015183987170748809,1,0,0,1,1,0,1,1,0,0,0,1
0.45,0.06183368037582086,1,1,0,0,1,0,1,1,0,1,1,0
0.23125,0.014216054833493776,1,0,0,1,1,0,1,1,0,1,1,0
0.7875,0.4328841690069588,1,1,0,0,1,0,1,0,0,1,1,0
0.225,0.028212719478023115,0,0,0,1,0,1,1,0,0,1,1,0
0.0,0.012565163180236457,0,0,0,1,0,1,1,1,0,0,0,1
0.0125,0.03259622914329302,1,0,0,1,1,0,1,0,0,1,0,0
0.45,0.1468620176246054,0,1,0,0,0,1,1,1,0,1,1,0
0.3625,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.15,0.030741952635141623,1,0,1,0,1,0,1,1,0,1,1,0
0.0125,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.4375,0.11272049299551928,1,1,0,0,1,0,1,0,0,1,1,0
0.35,0.014151057562208049,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.2125,0.031425107138144774,1,0,0,1,1,0,1,1,0,1,0,0
0.275,0.015216388212891242,0,0,0,1,0,1,1,1,0,1,1,0
0.025,0.04538097769949478,1,0,0,1,1,0,1,1,0,0,0,1
0.525,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.3,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.4,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.6625,0.055628295244541985,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.04970768794751499,1,0,0,1,1,0,1,0,0,0,0,1
0.0125,0.012565163180236457,0,0,0,1,0,1,1,1,0,0,0,1
0.5375,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.3,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.33125,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.325,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.2875,0.015712553569072387,1,0,0,1,1,0,1,1,0,1,1,0
0.5,0.09154270340242172,0,0,0,1,0,1,1,0,0,1,0,0
0.125,0.09154270340242172,1,0,0,1,1,0,1,0,0,1,0,0
0.4125,0.29580589980036276,1,1,0,0,1,0,1,1,0,1,1,0
0.7625,0.5121218935012878,0,1,0,0,0,1,1,0,0,1,0,0
0.35,0.050748620223090936,0,0,1,0,0,1,1,1,0,1,1,0
0.525,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.3875,0.03513366015444757,0,0,0,1,0,1,1,0,0,1,1,0
0.0,0.10122885832000206,0,1,0,0,0,1,1,1,0,0,0,1
0.275,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.051822148727810165,0,1,0,0,0,1,1,1,0,0,0,1
0.375,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,0,0
0.2875,0.16231419173453318,1,1,0,0,1,0,1,1,0,1,0,0
0.0,0.015411575213749284,0,0,0,1,0,1,1,1,0,0,0,1
0.75625,0.025965509482116133,0,0,0,1,0,1,1,1,0,1,1,0
0.45,0.023780217875537836,1,0,0,1,1,0,1,1,0,1,0,0
0.1625,0.061264319894317944,0,0,0,1,0,1,1,0,0,1,0,0
0.3,0.014736618564782174,0,0,0,1,0,1,1,1,0,1,1,0
0.3625,0.4328841690069588,1,1,0,0,1,0,1,1,0,1,1,0
0.2875,0.015330377421392339,1,0,0,1,1,0,1,1,0,1,1,0
0.525,0.051822148727810165,0,1,0,0,0,1,1,1,0,1,1,0
0.325,0.026887009368195294,1,0,0,1,1,0,1,1,0,1,0,0
0.0,0.015094396337354966,1,0,0,1,1,0,1,1,0,0,0,1
0.0875,0.029757819776815374,0,0,0,1,0,1,1,0,0,1,0,0
0.325,0.026350245115835676,1,0,1,0,1,0,1,1,0,1,1,0
0.0,0.013663090060062943,0,0,0,1,0,1,1,1,0,0,0,1
0.5125,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.325,0.04298993693898376,1,0,0,1,1,0,1,0,0,1,0,0
0.6,0.09856123757927521,0,1,0,0,0,1,1,1,0,1,1,0
0.225,0.06709553154495196,0,0,0,1,0,1,1,0,0,1,0,0
0.0,0.05410739813385612,1,1,0,0,1,0,1,1,0,0,0,1
0.275,0.01749363495190202,1,0,0,1,1,0,1,1,0,1,1,0
0.0,0.014736618564782174,0,0,0,1,0,1,1,1,0,0,0,1
0.3375,0.014102260811993537,0,0,0,1,0,1,1,1,0,1,1,0
0.2875,0.027130993119267845,0,0,0,1,0,1,1,0,0,1,1,0
0.0,0.014110458666029575,0,0,0,1,0,1,1,1,0,0,0,1
0.5,0.061264319894317944,0,0,0,1,0,1,1,0,0,1,0,0
0.1875,0.0761229303346364,1,0,1,0,1,0,1,1,0,1,0,0
0.25,0.07173122281533045,1,0,1,0,1,0,1,1,0,1,1,0
0.675,0.1082149914547131,0,1,0,0,0,1,1,0,0,1,1,0
0.45,0.0761229303346364,1,0,1,0,1,0,1,1,0,1,0,0
0.8,0.16231419173453318,1,1,0,0,1,0,1,1,0,1,0,0
0.375,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.4625,0.16231419173453318,0,1,0,0,0,1,1,0,0,1,0,0
0.225,0.10364429745562033,1,1,0,0,1,0,1,0,0,1,1,0
0.0,0.015126992566498259,0,0,0,1,0,1,1,1,0,0,0,1
0.3375,0.4831284260198326,1,1,0,0,1,0,1,0,0,1,0,0
0.5,0.03122992013728673,0,0,1,0,0,1,1,1,0,1,1,0
0.2625,0.04098927018018883,1,0,1,0,1,0,1,1,0,1,0,0
0.2125,0.015712553569072387,0,0,0,1,0,1,1,0,0,1,1,0
0.1,0.13575255909676823,1,0,0,1,1,0,1,0,0,0,0,1
0.5,0.025374310111545468,0,0,1,0,0,1,1,1,0,1,1,0
0.425,0.050748620223090936,0,0,1,0,0,1,1,0,0,1,1,0
0.0,0.050748620223090936,0,1,0,0,0,1,1,1,0,0,0,1
0.14375,0.028302115124416098,0,0,0,1,0,1,1,0,0,1,0,0
0.7625,0.024105594605968193,0,0,1,0,0,1,1,1,0,1,1,0
0.1,0.06343577527886367,0,0,1,0,0,1,1,1,0,1,0,0
0.4125,0.015330377421392339,0,0,0,1,0,1,1,1,0,1,1,0
0.075,0.2625265161540666,0,1,0,0,0,1,1,1,0,1,0,0
0.225,0.015175789316712771,1,0,0,1,1,0,1,1,0,1,1,0
0.2875,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.015834545444608664,1,0,0,1,1,0,1,1,0,0,0,1
0.0,0.030253985132996517,1,0,0,1,1,0,1,1,0,0,0,1
0.004125,0.028106928123558056,0,0,0,1,0,1,1,1,0,1,0,0
0.5875,0.4440992237022602,0,1,0,0,0,1,1,0,0,1,1,0
0.1,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,0,0
0.3125,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.0,0.05024445219987461,0,1,0,0,0,1,1,1,0,0,0,1
0.4375,0.015126992566498259,1,0,0,1,1,0,1,1,0,1,1,0
0.3,0.020494635090094415,0,0,1,0,0,1,1,1,0,1,1,0
0.4125,0.05410739813385612,1,1,0,0,1,0,1,1,0,1,1,0
0.3125,0.015411575213749284,0,0,0,1,0,1,1,1,0,1,1,0
0.4,0.04396587194327397,0,0,0,1,0,1,1,1,0,1,1,0
0.0,0.013760683560491965,0,0,0,1,0,1,1,1,0,0,0,1
0.2125,0.1434624456306609,0,0,1,0,0,1,1,1,0,1,1,0
0.75,0.050748620223090936,1,0,1,0,1,0,1,0,0,1,1,0
0.475,0.015175789316712771,1,0,0,1,1,0,1,0,0,1,0,0
0.525,0.08295447536466787,0,1,0,0,0,1,1,1,0,1,1,0
0.0,0.01537917417160685,1,0,0,1,1,0,1,1,0,0,0,1
0.7125,0.32179836714362564,0,1,0,0,0,1,1,0,0,1,0,0
0.625,0.41282050681475896,1,1,0,0,1,0,1,0,0,1,0,0
0.0,0.015712553569072387,0,0,0,1,0,1,1,1,0,0,0,1
0.375,0.027049600139910042,1,0,1,0,1,0,1,0,0,1,1,0
0.2625,0.015712553569072387,0,0,0,1,0,1,1,1,0,1,1,0
